depth,reading,treatment,id,rep,date,air,water,sf,a,b,c,x
65,129860,PA,2,1,27/11/2013,160842,116942,0.705740319,0.475,0.418,0,0.63
55,129180,PA,2,1,27/11/2013,160842,116942,0.721230068,0.475,0.418,0,0.64
45,129420,PA,2,1,27/11/2013,160842,116942,0.715763098,0.475,0.418,0,0.64
35,139930,PA,2,1,27/11/2013,160842,116942,0.476355353,0.475,0.418,0,0.54
25,141550,PA,2,1,27/11/2013,160842,116942,0.439453303,0.475,0.418,0,0.52
15,141670,PA,2,1,27/11/2013,160842,116942,0.436719818,0.475,0.418,0,0.52
125,142910,SP,2,1,27/11/2013,160842,116942,0.408473804,0.475,0.418,0,0.5
115,142140,SP,2,1,27/11/2013,160842,116942,0.426013667,0.475,0.418,0,0.51
105,140340,SP,2,1,27/11/2013,160842,116942,0.467015945,0.475,0.418,0,0.53
95,141790,SP,2,1,27/11/2013,160842,116942,0.433986333,0.475,0.418,0,0.52
85,145950,SP,2,1,27/11/2013,160842,116942,0.339225513,0.475,0.418,0,0.47
75,146450,SP,2,1,27/11/2013,160842,116942,0.327835991,0.475,0.418,0,0.46
65,144410,SP,2,1,27/11/2013,160842,116942,0.374305239,0.475,0.418,0,0.49
55,148160,SP,2,1,27/11/2013,160842,116942,0.288883827,0.475,0.418,0,0.44
45,147520,SP,2,1,27/11/2013,160842,116942,0.303462415,0.475,0.418,0,0.45
35,146010,SP,2,1,27/11/2013,160842,116942,0.33785877,0.475,0.418,0,0.47
25,140110,SP,2,1,27/11/2013,160842,116942,0.472255125,0.475,0.418,0,0.54
15,139990,SP,2,1,27/11/2013,160842,116942,0.47498861,0.475,0.418,0,0.54
125,132060,PA,3,1,27/11/2013,160842,116942,0.655626424,0.475,0.418,0,0.61
115,132060,PA,3,1,27/11/2013,160842,116942,0.655626424,0.475,0.418,0,0.61
105,139310,PA,3,1,27/11/2013,160842,116942,0.49047836,0.475,0.418,0,0.54
95,142550,PA,3,1,27/11/2013,160842,116942,0.41667426,0.475,0.418,0,0.51
85,147080,PA,3,1,27/11/2013,160842,116942,0.313485194,0.475,0.418,0,0.45
75,142380,PA,3,1,27/11/2013,160842,116942,0.420546697,0.475,0.418,0,0.51
65,139710,PA,3,1,27/11/2013,160842,116942,0.481366743,0.475,0.418,0,0.54
55,139540,PA,3,1,27/11/2013,160842,116942,0.48523918,0.475,0.418,0,0.54
45,145390,PA,3,1,27/11/2013,160842,116942,0.351981777,0.475,0.418,0,0.47
35,144110,PA,3,1,27/11/2013,160842,116942,0.381138952,0.475,0.418,0,0.49
25,142320,PA,3,1,27/11/2013,160842,116942,0.42191344,0.475,0.418,0,0.51
15,140510,PA,3,1,27/11/2013,160842,116942,0.463143508,0.475,0.418,0,0.53
85,144600,SP,3,1,27/11/2013,160842,116942,0.369977221,0.475,0.418,0,0.48
75,146260,SP,3,1,27/11/2013,160842,116942,0.332164009,0.475,0.418,0,0.46
65,141550,SP,3,1,27/11/2013,160842,116942,0.439453303,0.475,0.418,0,0.52
55,138190,SP,3,1,27/11/2013,160842,116942,0.515990888,0.475,0.418,0,0.56
45,140740,SP,3,1,27/11/2013,160842,116942,0.457904328,0.475,0.418,0,0.53
35,146510,SP,3,1,27/11/2013,160842,116942,0.326469248,0.475,0.418,0,0.46
25,141140,SP,3,1,27/11/2013,160842,116942,0.448792711,0.475,0.418,0,0.52
15,136810,SP,3,1,27/11/2013,160842,116942,0.547425968,0.475,0.418,0,0.57
95,144170,FW,3,1,27/11/2013,160842,116942,0.37977221,0.475,0.418,0,0.49
85,141900,FW,3,1,27/11/2013,160842,116942,0.431480638,0.475,0.418,0,0.52
75,146200,FW,3,1,27/11/2013,160842,116942,0.333530752,0.475,0.418,0,0.46
65,141790,FW,3,1,27/11/2013,160842,116942,0.433986333,0.475,0.418,0,0.52
55,143090,FW,3,1,27/11/2013,160842,116942,0.404373576,0.475,0.418,0,0.5
45,142380,FW,3,1,27/11/2013,160842,116942,0.420546697,0.475,0.418,0,0.51
35,137250,FW,3,1,27/11/2013,160842,116942,0.537403189,0.475,0.418,0,0.57
25,137140,FW,3,1,27/11/2013,160842,116942,0.539908884,0.475,0.418,0,0.57
15,143810,FW,3,1,27/11/2013,160842,116942,0.387972665,0.475,0.418,0,0.49
125,138690,FW,2,1,27/11/2013,160842,116942,0.504601367,0.475,0.418,0,0.55
115,141200,FW,2,1,27/11/2013,160842,116942,0.447425968,0.475,0.418,0,0.52
105,141380,FW,2,1,27/11/2013,160842,116942,0.44332574,0.475,0.418,0,0.52
95,142970,FW,2,1,27/11/2013,160842,116942,0.407107062,0.475,0.418,0,0.5
85,141030,FW,2,1,27/11/2013,160842,116942,0.451298405,0.475,0.418,0,0.53
75,141090,FW,2,1,27/11/2013,160842,116942,0.449931663,0.475,0.418,0,0.52
65,139590,FW,2,1,27/11/2013,160842,116942,0.484100228,0.475,0.418,0,0.54
55,139080,FW,2,1,27/11/2013,160842,116942,0.49571754,0.475,0.418,0,0.55
45,142490,FW,2,1,27/11/2013,160842,116942,0.418041002,0.475,0.418,0,0.51
35,140340,FW,2,1,27/11/2013,160842,116942,0.467015945,0.475,0.418,0,0.53
25,134030,FW,2,1,27/11/2013,160842,116942,0.610751708,0.475,0.418,0,0.6
15,133400,FW,2,1,27/11/2013,160842,116942,0.625102506,0.475,0.418,0,0.6
125,138630,FW,1,1,27/11/2013,160842,116942,0.505968109,0.475,0.418,0,0.55
115,141670,FW,1,1,27/11/2013,160842,116942,0.436719818,0.475,0.418,0,0.52
105,143090,FW,1,1,27/11/2013,160842,116942,0.404373576,0.475,0.418,0,0.5
95,142020,FW,1,1,27/11/2013,160842,116942,0.428747153,0.475,0.418,0,0.51
85,142430,FW,1,1,27/11/2013,160842,116942,0.419407745,0.475,0.418,0,0.51
75,142380,FW,1,1,27/11/2013,160842,116942,0.420546697,0.475,0.418,0,0.51
65,139930,FW,1,1,27/11/2013,160842,116942,0.476355353,0.475,0.418,0,0.54
55,140510,FW,1,1,27/11/2013,160842,116942,0.463143508,0.475,0.418,0,0.53
45,137250,FW,1,1,27/11/2013,160842,116942,0.537403189,0.475,0.418,0,0.57
35,135830,FW,1,1,27/11/2013,160842,116942,0.569749431,0.475,0.418,0,0.58
25,137080,FW,1,1,27/11/2013,160842,116942,0.541275626,0.475,0.418,0,0.57
15,139480,FW,1,1,27/11/2013,160842,116942,0.486605923,0.475,0.418,0,0.54
125,130260,PA,1,1,18/12/2013,160842,116942,0.696628702,0.475,0.418,0,0.63
115,130160,PA,1,1,18/12/2013,160842,116942,0.698906606,0.475,0.418,0,0.63
105,129860,PA,1,1,18/12/2013,160842,116942,0.705740319,0.475,0.418,0,0.63
95,130060,PA,1,1,18/12/2013,160842,116942,0.70118451,0.475,0.418,0,0.63
85,129960,PA,1,1,18/12/2013,160842,116942,0.703462415,0.475,0.418,0,0.63
75,130010,PA,1,1,18/12/2013,160842,116942,0.702323462,0.475,0.418,0,0.63
65,129860,PA,1,1,18/12/2013,160842,116942,0.705740319,0.475,0.418,0,0.63
55,129760,PA,1,1,18/12/2013,160842,116942,0.708018223,0.475,0.418,0,0.63
45,129760,PA,1,1,18/12/2013,160842,116942,0.708018223,0.475,0.418,0,0.63
35,129910,PA,1,1,18/12/2013,160842,116942,0.704601367,0.475,0.418,0,0.63
25,129370,PA,1,1,18/12/2013,160842,116942,0.71690205,0.475,0.418,0,0.64
15,129810,PA,1,1,18/12/2013,160842,116942,0.706879271,0.475,0.418,0,0.63
125,140570,SP,1,1,18/12/2013,160842,116942,0.461776765,0.475,0.418,0,0.53
115,140910,SP,1,1,18/12/2013,160842,116942,0.454031891,0.475,0.418,0,0.53
105,140510,SP,1,1,18/12/2013,160842,116942,0.463143508,0.475,0.418,0,0.53
95,140390,SP,1,1,18/12/2013,160842,116942,0.465876993,0.475,0.418,0,0.53
85,142970,SP,1,1,18/12/2013,160842,116942,0.407107062,0.475,0.418,0,0.5
75,147780,SP,1,1,18/12/2013,160842,116942,0.297539863,0.475,0.418,0,0.44
65,145700,SP,1,1,18/12/2013,160842,116942,0.344920273,0.475,0.418,0,0.47
55,146510,SP,1,1,18/12/2013,160842,116942,0.326469248,0.475,0.418,0,0.46
45,143930,SP,1,1,18/12/2013,160842,116942,0.38523918,0.475,0.418,0,0.49
35,142320,SP,1,1,18/12/2013,160842,116942,0.42191344,0.475,0.418,0,0.51
25,138300,SP,1,1,18/12/2013,160842,116942,0.513485194,0.475,0.418,0,0.55
15,135030,SP,1,1,18/12/2013,160842,116942,0.587972665,0.475,0.418,0,0.59
125,130360,PA,2,1,18/12/2013,160842,116942,0.694350797,0.475,0.418,0,0.63
115,130750,PA,2,1,18/12/2013,160842,116942,0.68546697,0.475,0.418,0,0.63
105,130560,PA,2,1,18/12/2013,160842,116942,0.689794989,0.475,0.418,0,0.63
95,130410,PA,2,1,18/12/2013,160842,116942,0.693211845,0.475,0.418,0,0.63
85,131100,PA,2,1,18/12/2013,160842,116942,0.677494305,0.475,0.418,0,0.62
75,130010,PA,2,1,18/12/2013,160842,116942,0.702323462,0.475,0.418,0,0.63
65,129620,PA,2,1,18/12/2013,160842,116942,0.711207289,0.475,0.418,0,0.64
55,129370,PA,2,1,18/12/2013,160842,116942,0.71690205,0.475,0.418,0,0.64
45,129470,PA,2,1,18/12/2013,160842,116942,0.714624146,0.475,0.418,0,0.64
35,130160,PA,2,1,18/12/2013,160842,116942,0.698906606,0.475,0.418,0,0.63
25,132570,PA,2,1,18/12/2013,160842,116942,0.644009112,0.475,0.418,0,0.61
15,138910,PA,2,1,18/12/2013,160842,116942,0.499589977,0.475,0.418,0,0.55
125,142670,SP,2,1,18/12/2013,160842,116942,0.413940774,0.475,0.418,0,0.51
115,142430,SP,2,1,18/12/2013,160842,116942,0.419407745,0.475,0.418,0,0.51
105,140220,SP,2,1,18/12/2013,160842,116942,0.469749431,0.475,0.418,0,0.53
95,141790,SP,2,1,18/12/2013,160842,116942,0.433986333,0.475,0.418,0,0.52
85,146010,SP,2,1,18/12/2013,160842,116942,0.33785877,0.475,0.418,0,0.47
75,146640,SP,2,1,18/12/2013,160842,116942,0.323507973,0.475,0.418,0,0.46
65,144050,SP,2,1,18/12/2013,160842,116942,0.382505695,0.475,0.418,0,0.49
55,148540,SP,2,1,18/12/2013,160842,116942,0.28022779,0.475,0.418,0,0.43
45,147330,SP,2,1,18/12/2013,160842,116942,0.307790433,0.475,0.418,0,0.45
35,145520,SP,2,1,18/12/2013,160842,116942,0.349020501,0.475,0.418,0,0.47
25,139820,SP,2,1,18/12/2013,160842,116942,0.478861048,0.475,0.418,0,0.54
15,137910,SP,2,1,18/12/2013,160842,116942,0.522369021,0.475,0.418,0,0.56
125,130800,PA,3,1,18/12/2013,160842,116942,0.684328018,0.475,0.418,0,0.63
115,131360,PA,3,1,18/12/2013,160842,116942,0.671571754,0.475,0.418,0,0.62
105,136700,PA,3,1,18/12/2013,160842,116942,0.549931663,0.475,0.418,0,0.57
95,139310,PA,3,1,18/12/2013,160842,116942,0.49047836,0.475,0.418,0,0.54
85,148610,PA,3,1,18/12/2013,160842,116942,0.278633257,0.475,0.418,0,0.43
75,144600,PA,3,1,18/12/2013,160842,116942,0.369977221,0.475,0.418,0,0.48
65,142790,PA,3,1,18/12/2013,160842,116942,0.411207289,0.475,0.418,0,0.51
55,141670,PA,3,1,18/12/2013,160842,116942,0.436719818,0.475,0.418,0,0.52
45,145640,PA,3,1,18/12/2013,160842,116942,0.346287016,0.475,0.418,0,0.47
35,143930,PA,3,1,18/12/2013,160842,116942,0.38523918,0.475,0.418,0,0.49
25,142910,PA,3,1,18/12/2013,160842,116942,0.408473804,0.475,0.418,0,0.5
15,143030,PA,3,1,18/12/2013,160842,116942,0.405740319,0.475,0.418,0,0.5
85,145030,SP,3,1,18/12/2013,160842,116942,0.360182232,0.475,0.418,0,0.48
75,147140,SP,3,1,18/12/2013,160842,116942,0.312118451,0.475,0.418,0,0.45
65,143570,SP,3,1,18/12/2013,160842,116942,0.393439636,0.475,0.418,0,0.5
55,141550,SP,3,1,18/12/2013,160842,116942,0.439453303,0.475,0.418,0,0.52
45,141900,SP,3,1,18/12/2013,160842,116942,0.431480638,0.475,0.418,0,0.52
35,145770,SP,3,1,18/12/2013,160842,116942,0.34332574,0.475,0.418,0,0.47
25,138860,SP,3,1,18/12/2013,160842,116942,0.500728929,0.475,0.418,0,0.55
15,136050,SP,3,1,18/12/2013,160842,116942,0.564738041,0.475,0.418,0,0.58
95,143870,FW,3,1,18/12/2013,160842,116942,0.386605923,0.475,0.418,0,0.49
85,141900,FW,3,1,18/12/2013,160842,116942,0.431480638,0.475,0.418,0,0.52
75,146510,FW,3,1,18/12/2013,160842,116942,0.326469248,0.475,0.418,0,0.46
65,141200,FW,3,1,18/12/2013,160842,116942,0.447425968,0.475,0.418,0,0.52
55,142140,FW,3,1,18/12/2013,160842,116942,0.426013667,0.475,0.418,0,0.51
45,141900,FW,3,1,18/12/2013,160842,116942,0.431480638,0.475,0.418,0,0.52
35,138020,FW,3,1,18/12/2013,160842,116942,0.519863326,0.475,0.418,0,0.56
25,136640,FW,3,1,18/12/2013,160842,116942,0.551298405,0.475,0.418,0,0.57
15,142610,FW,3,1,18/12/2013,160842,116942,0.415307517,0.475,0.418,0,0.51
125,138970,FW,2,1,18/12/2013,160842,116942,0.498223235,0.475,0.418,0,0.55
115,142430,FW,2,1,18/12/2013,160842,116942,0.419407745,0.475,0.418,0,0.51
105,141900,FW,2,1,18/12/2013,160842,116942,0.431480638,0.475,0.418,0,0.52
95,143210,FW,2,1,18/12/2013,160842,116942,0.401640091,0.475,0.418,0,0.5
85,140570,FW,2,1,18/12/2013,160842,116942,0.461776765,0.475,0.418,0,0.53
75,140850,FW,2,1,18/12/2013,160842,116942,0.455398633,0.475,0.418,0,0.53
65,140110,FW,2,1,18/12/2013,160842,116942,0.472255125,0.475,0.418,0,0.54
55,139370,FW,2,1,18/12/2013,160842,116942,0.489111617,0.475,0.418,0,0.54
45,141090,FW,2,1,18/12/2013,160842,116942,0.449931663,0.475,0.418,0,0.52
35,141090,FW,2,1,18/12/2013,160842,116942,0.449931663,0.475,0.418,0,0.52
25,133140,FW,2,1,18/12/2013,160842,116942,0.631025057,0.475,0.418,0,0.6
15,132680,FW,2,1,18/12/2013,160842,116942,0.641503417,0.475,0.418,0,0.61
125,138630,FW,1,1,18/12/2013,160842,116942,0.505968109,0.475,0.418,0,0.55
115,142850,FW,1,1,18/12/2013,160842,116942,0.409840547,0.475,0.418,0,0.5
105,143090,FW,1,1,18/12/2013,160842,116942,0.404373576,0.475,0.418,0,0.5
95,141790,FW,1,1,18/12/2013,160842,116942,0.433986333,0.475,0.418,0,0.52
85,142430,FW,1,1,18/12/2013,160842,116942,0.419407745,0.475,0.418,0,0.51
75,142020,FW,1,1,18/12/2013,160842,116942,0.428747153,0.475,0.418,0,0.51
65,139820,FW,1,1,18/12/2013,160842,116942,0.478861048,0.475,0.418,0,0.54
55,140050,FW,1,1,18/12/2013,160842,116942,0.473621868,0.475,0.418,0,0.54
45,137360,FW,1,1,18/12/2013,160842,116942,0.534897494,0.475,0.418,0,0.56
35,135400,FW,1,1,18/12/2013,160842,116942,0.579544419,0.475,0.418,0,0.58
25,134820,FW,1,1,18/12/2013,160842,116942,0.592756264,0.475,0.418,0,0.59
15,135830,FW,1,1,18/12/2013,160842,116942,0.569749431,0.475,0.418,0,0.58
125,130260,PA,1,1,13/01/2014,160842,116942,0.696628702,0.475,0.418,0,0.63
115,130410,PA,1,1,13/01/2014,160842,116942,0.693211845,0.475,0.418,0,0.63
105,130110,PA,1,1,13/01/2014,160842,116942,0.700045558,0.475,0.418,0,0.63
95,130260,PA,1,1,13/01/2014,160842,116942,0.696628702,0.475,0.418,0,0.63
85,130260,PA,1,1,13/01/2014,160842,116942,0.696628702,0.475,0.418,0,0.63
75,130260,PA,1,1,13/01/2014,160842,116942,0.696628702,0.475,0.418,0,0.63
65,129810,PA,1,1,13/01/2014,160842,116942,0.706879271,0.475,0.418,0,0.63
55,130060,PA,1,1,13/01/2014,160842,116942,0.70118451,0.475,0.418,0,0.63
45,130160,PA,1,1,13/01/2014,160842,116942,0.698906606,0.475,0.418,0,0.63
35,129860,PA,1,1,13/01/2014,160842,116942,0.705740319,0.475,0.418,0,0.63
25,129860,PA,1,1,13/01/2014,160842,116942,0.705740319,0.475,0.418,0,0.63
15,130650,PA,1,1,13/01/2014,160842,116942,0.687744875,0.475,0.418,0,0.63
125,138020,SP,1,1,13/01/2014,160842,116942,0.519863326,0.475,0.418,0,0.56
115,137190,SP,1,1,13/01/2014,160842,116942,0.538769932,0.475,0.418,0,0.57
105,138130,SP,1,1,13/01/2014,160842,116942,0.517357631,0.475,0.418,0,0.56
95,135300,SP,1,1,13/01/2014,160842,116942,0.581822323,0.475,0.418,0,0.58
85,136700,SP,1,1,13/01/2014,160842,116942,0.549931663,0.475,0.418,0,0.57
75,144110,SP,1,1,13/01/2014,160842,116942,0.381138952,0.475,0.418,0,0.49
65,141790,SP,1,1,13/01/2014,160842,116942,0.433986333,0.475,0.418,0,0.52
55,139140,SP,1,1,13/01/2014,160842,116942,0.494350797,0.475,0.418,0,0.55
45,136640,SP,1,1,13/01/2014,160842,116942,0.551298405,0.475,0.418,0,0.57
35,136810,SP,1,1,13/01/2014,160842,116942,0.547425968,0.475,0.418,0,0.57
25,134030,SP,1,1,13/01/2014,160842,116942,0.610751708,0.475,0.418,0,0.6
15,133610,SP,1,1,13/01/2014,160842,116942,0.620318907,0.475,0.418,0,0.6
125,130600,PA,2,1,13/01/2014,160842,116942,0.688883827,0.475,0.418,0,0.63
115,130060,PA,2,1,13/01/2014,160842,116942,0.70118451,0.475,0.418,0,0.63
105,129910,PA,2,1,13/01/2014,160842,116942,0.704601367,0.475,0.418,0,0.63
95,129860,PA,2,1,13/01/2014,160842,116942,0.705740319,0.475,0.418,0,0.63
85,130360,PA,2,1,13/01/2014,160842,116942,0.694350797,0.475,0.418,0,0.63
75,130160,PA,2,1,13/01/2014,160842,116942,0.698906606,0.475,0.418,0,0.63
65,129570,PA,2,1,13/01/2014,160842,116942,0.712346241,0.475,0.418,0,0.64
55,128790,PA,2,1,13/01/2014,160842,116942,0.730113895,0.475,0.418,0,0.64
45,129080,PA,2,1,13/01/2014,160842,116942,0.723507973,0.475,0.418,0,0.64
35,129080,PA,2,1,13/01/2014,160842,116942,0.723507973,0.475,0.418,0,0.64
25,129080,PA,2,1,13/01/2014,160842,116942,0.723507973,0.475,0.418,0,0.64
15,129280,PA,2,1,13/01/2014,160842,116942,0.718952164,0.475,0.418,0,0.64
125,131100,SP,2,1,13/01/2014,160842,116942,0.677494305,0.475,0.418,0,0.62
115,138240,SP,2,1,13/01/2014,160842,116942,0.514851936,0.475,0.418,0,0.56
105,136320,SP,2,1,13/01/2014,160842,116942,0.558587699,0.475,0.418,0,0.57
95,139420,SP,2,1,13/01/2014,160842,116942,0.487972665,0.475,0.418,0,0.54
85,145090,SP,2,1,13/01/2014,160842,116942,0.35881549,0.475,0.418,0,0.48
75,144540,SP,2,1,13/01/2014,160842,116942,0.371343964,0.475,0.418,0,0.48
65,139930,SP,2,1,13/01/2014,160842,116942,0.476355353,0.475,0.418,0,0.54
55,142320,SP,2,1,13/01/2014,160842,116942,0.42191344,0.475,0.418,0,0.51
45,142380,SP,2,1,13/01/2014,160842,116942,0.420546697,0.475,0.418,0,0.51
35,140800,SP,2,1,13/01/2014,160842,116942,0.456537585,0.475,0.418,0,0.53
25,133400,SP,2,1,13/01/2014,160842,116942,0.625102506,0.475,0.418,0,0.6
15,133920,SP,2,1,13/01/2014,160842,116942,0.613257403,0.475,0.418,0,0.6
125,130210,PA,3,1,13/01/2014,160842,116942,0.697767654,0.475,0.418,0,0.63
115,131810,PA,3,1,13/01/2014,160842,116942,0.661321185,0.475,0.418,0,0.62
105,131860,PA,3,1,13/01/2014,160842,116942,0.660182232,0.475,0.418,0,0.62
95,142260,PA,3,1,13/01/2014,160842,116942,0.423280182,0.475,0.418,0,0.51
85,148480,PA,3,1,13/01/2014,160842,116942,0.281594533,0.475,0.418,0,0.43
75,143270,PA,3,1,13/01/2014,160842,116942,0.400273349,0.475,0.418,0,0.5
65,141200,PA,3,1,13/01/2014,160842,116942,0.447425968,0.475,0.418,0,0.52
55,140620,PA,3,1,13/01/2014,160842,116942,0.460637813,0.475,0.418,0,0.53
45,144900,PA,3,1,13/01/2014,160842,116942,0.363143508,0.475,0.418,0,0.48
35,142910,PA,3,1,13/01/2014,160842,116942,0.408473804,0.475,0.418,0,0.5
25,141900,PA,3,1,13/01/2014,160842,116942,0.431480638,0.475,0.418,0,0.52
15,141790,PA,3,1,13/01/2014,160842,116942,0.433986333,0.475,0.418,0,0.52
85,130160,SP,3,1,13/01/2014,160842,116942,0.698906606,0.475,0.418,0,0.63
75,130510,SP,3,1,13/01/2014,160842,116942,0.690933941,0.475,0.418,0,0.63
65,130360,SP,3,1,13/01/2014,160842,116942,0.694350797,0.475,0.418,0,0.63
