depth,reading,treatment,id,rep,date,air,water,sf,a,b,c,x
55,129860,SP,3,1,13/01/2014,160842,116942,0.705740319,0.475,0.418,0,0.63
45,129520,SP,3,1,13/01/2014,160842,116942,0.713485194,0.475,0.418,0,0.64
35,129280,SP,3,1,13/01/2014,160842,116942,0.718952164,0.475,0.418,0,0.64
25,133140,SP,3,1,13/01/2014,160842,116942,0.631025057,0.475,0.418,0,0.6
15,131660,SP,3,1,13/01/2014,160842,116942,0.664738041,0.475,0.418,0,0.62
95,132010,FW,3,1,13/01/2014,160842,116942,0.656765376,0.475,0.418,0,0.61
85,133710,FW,3,1,13/01/2014,160842,116942,0.618041002,0.475,0.418,0,0.6
75,138190,FW,3,1,13/01/2014,160842,116942,0.515990888,0.475,0.418,0,0.56
65,136700,FW,3,1,13/01/2014,160842,116942,0.549931663,0.475,0.418,0,0.57
55,139930,FW,3,1,13/01/2014,160842,116942,0.476355353,0.475,0.418,0,0.54
45,140970,FW,3,1,13/01/2014,160842,116942,0.452665148,0.475,0.418,0,0.53
35,138860,FW,3,1,13/01/2014,160842,116942,0.500728929,0.475,0.418,0,0.55
25,135940,FW,3,1,13/01/2014,160842,116942,0.567243736,0.475,0.418,0,0.58
15,141790,FW,3,1,13/01/2014,160842,116942,0.433986333,0.475,0.418,0,0.52
125,130310,FW,2,1,13/01/2014,160842,116942,0.695489749,0.475,0.418,0,0.63
115,130160,FW,2,1,13/01/2014,160842,116942,0.698906606,0.475,0.418,0,0.63
105,130260,FW,2,1,13/01/2014,160842,116942,0.696628702,0.475,0.418,0,0.63
95,131050,FW,2,1,13/01/2014,160842,116942,0.678633257,0.475,0.418,0,0.62
85,131660,FW,2,1,13/01/2014,160842,116942,0.664738041,0.475,0.418,0,0.62
75,131660,FW,2,1,13/01/2014,160842,116942,0.664738041,0.475,0.418,0,0.62
65,131050,FW,2,1,13/01/2014,160842,116942,0.678633257,0.475,0.418,0,0.62
55,130600,FW,2,1,13/01/2014,160842,116942,0.688883827,0.475,0.418,0,0.63
45,129720,FW,2,1,13/01/2014,160842,116942,0.708929385,0.475,0.418,0,0.63
35,140050,FW,2,1,13/01/2014,160842,116942,0.473621868,0.475,0.418,0,0.54
25,132680,FW,2,1,13/01/2014,160842,116942,0.641503417,0.475,0.418,0,0.61
15,133240,FW,2,1,13/01/2014,160842,116942,0.628747153,0.475,0.418,0,0.6
125,131050,FW,1,1,13/01/2014,160842,116942,0.678633257,0.475,0.418,0,0.62
115,130410,FW,1,1,13/01/2014,160842,116942,0.693211845,0.475,0.418,0,0.63
105,130900,FW,1,1,13/01/2014,160842,116942,0.682050114,0.475,0.418,0,0.62
95,130650,FW,1,1,13/01/2014,160842,116942,0.687744875,0.475,0.418,0,0.63
85,130460,FW,1,1,13/01/2014,160842,116942,0.692072893,0.475,0.418,0,0.63
75,130110,FW,1,1,13/01/2014,160842,116942,0.700045558,0.475,0.418,0,0.63
65,129520,FW,1,1,13/01/2014,160842,116942,0.713485194,0.475,0.418,0,0.64
55,129470,FW,1,1,13/01/2014,160842,116942,0.714624146,0.475,0.418,0,0.64
45,129860,FW,1,1,13/01/2014,160842,116942,0.705740319,0.475,0.418,0,0.63
35,129370,FW,1,1,13/01/2014,160842,116942,0.71690205,0.475,0.418,0,0.64
25,130060,FW,1,1,13/01/2014,160842,116942,0.70118451,0.475,0.418,0,0.63
15,131310,FW,1,1,13/01/2014,160842,116942,0.672710706,0.475,0.418,0,0.62
125,129320,PA,1,1,31/01/2014,160842,116942,0.718041002,0.475,0.418,0,0.64
115,130160,PA,1,1,31/01/2014,160842,116942,0.698906606,0.475,0.418,0,0.63
105,129760,PA,1,1,31/01/2014,160842,116942,0.708018223,0.475,0.418,0,0.63
95,130160,PA,1,1,31/01/2014,160842,116942,0.698906606,0.475,0.418,0,0.63
85,130160,PA,1,1,31/01/2014,160842,116942,0.698906606,0.475,0.418,0,0.63
75,130060,PA,1,1,31/01/2014,160842,116942,0.70118451,0.475,0.418,0,0.63
65,129570,PA,1,1,31/01/2014,160842,116942,0.712346241,0.475,0.418,0,0.64
55,128840,PA,1,1,31/01/2014,160842,116942,0.728974943,0.475,0.418,0,0.64
45,128980,PA,1,1,31/01/2014,160842,116942,0.725785877,0.475,0.418,0,0.64
35,129280,PA,1,1,31/01/2014,160842,116942,0.718952164,0.475,0.418,0,0.64
25,129180,PA,1,1,31/01/2014,160842,116942,0.721230068,0.475,0.418,0,0.64
15,130360,PA,1,1,31/01/2014,160842,116942,0.694350797,0.475,0.418,0,0.63
125,129130,SP,1,1,31/01/2014,160842,116942,0.722369021,0.475,0.418,0,0.64
115,129520,SP,1,1,31/01/2014,160842,116942,0.713485194,0.475,0.418,0,0.64
105,129760,SP,1,1,31/01/2014,160842,116942,0.708018223,0.475,0.418,0,0.63
95,130160,SP,1,1,31/01/2014,160842,116942,0.698906606,0.475,0.418,0,0.63
85,131960,SP,1,1,31/01/2014,160842,116942,0.657904328,0.475,0.418,0,0.61
75,131150,SP,1,1,31/01/2014,160842,116942,0.676355353,0.475,0.418,0,0.62
65,130460,SP,1,1,31/01/2014,160842,116942,0.692072893,0.475,0.418,0,0.63
55,130260,SP,1,1,31/01/2014,160842,116942,0.696628702,0.475,0.418,0,0.63
45,130010,SP,1,1,31/01/2014,160842,116942,0.702323462,0.475,0.418,0,0.63
35,129860,SP,1,1,31/01/2014,160842,116942,0.705740319,0.475,0.418,0,0.63
25,132370,SP,1,1,31/01/2014,160842,116942,0.64856492,0.475,0.418,0,0.61
15,132370,SP,1,1,31/01/2014,160842,116942,0.64856492,0.475,0.418,0,0.61
125,130260,PA,2,1,31/01/2014,160842,116942,0.696628702,0.475,0.418,0,0.63
115,130160,PA,2,1,31/01/2014,160842,116942,0.698906606,0.475,0.418,0,0.63
105,130260,PA,2,1,31/01/2014,160842,116942,0.696628702,0.475,0.418,0,0.63
95,130360,PA,2,1,31/01/2014,160842,116942,0.694350797,0.475,0.418,0,0.63
85,130110,PA,2,1,31/01/2014,160842,116942,0.700045558,0.475,0.418,0,0.63
75,129620,PA,2,1,31/01/2014,160842,116942,0.711207289,0.475,0.418,0,0.64
65,128890,PA,2,1,31/01/2014,160842,116942,0.727835991,0.475,0.418,0,0.64
55,128550,PA,2,1,31/01/2014,160842,116942,0.735580866,0.475,0.418,0,0.64
45,128640,PA,2,1,31/01/2014,160842,116942,0.733530752,0.475,0.418,0,0.64
35,128890,PA,2,1,31/01/2014,160842,116942,0.727835991,0.475,0.418,0,0.64
25,129280,PA,2,1,31/01/2014,160842,116942,0.718952164,0.475,0.418,0,0.64
15,130060,PA,2,1,31/01/2014,160842,116942,0.70118451,0.475,0.418,0,0.63
125,131610,SP,2,1,31/01/2014,160842,116942,0.665876993,0.475,0.418,0,0.62
115,131810,SP,2,1,31/01/2014,160842,116942,0.661321185,0.475,0.418,0,0.62
105,131860,SP,2,1,31/01/2014,160842,116942,0.660182232,0.475,0.418,0,0.62
95,131560,SP,2,1,31/01/2014,160842,116942,0.667015945,0.475,0.418,0,0.62
85,138300,SP,2,1,31/01/2014,160842,116942,0.513485194,0.475,0.418,0,0.55
75,138130,SP,2,1,31/01/2014,160842,116942,0.517357631,0.475,0.418,0,0.56
65,137500,SP,2,1,31/01/2014,160842,116942,0.531708428,0.475,0.418,0,0.56
55,142380,SP,2,1,31/01/2014,160842,116942,0.420546697,0.475,0.418,0,0.51
45,140680,SP,2,1,31/01/2014,160842,116942,0.459271071,0.475,0.418,0,0.53
35,139140,SP,2,1,31/01/2014,160842,116942,0.494350797,0.475,0.418,0,0.55
25,131910,SP,2,1,31/01/2014,160842,116942,0.65904328,0.475,0.418,0,0.62
15,131710,SP,2,1,31/01/2014,160842,116942,0.663599089,0.475,0.418,0,0.62
125,131660,PA,3,1,31/01/2014,160842,116942,0.664738041,0.475,0.418,0,0.62
115,131960,PA,3,1,31/01/2014,160842,116942,0.657904328,0.475,0.418,0,0.61
105,131960,PA,3,1,31/01/2014,160842,116942,0.657904328,0.475,0.418,0,0.61
95,135940,PA,3,1,31/01/2014,160842,116942,0.567243736,0.475,0.418,0,0.58
85,147900,PA,3,1,31/01/2014,160842,116942,0.294806378,0.475,0.418,0,0.44
75,142670,PA,3,1,31/01/2014,160842,116942,0.413940774,0.475,0.418,0,0.51
65,140450,PA,3,1,31/01/2014,160842,116942,0.464510251,0.475,0.418,0,0.53
55,140390,PA,3,1,31/01/2014,160842,116942,0.465876993,0.475,0.418,0,0.53
45,145390,PA,3,1,31/01/2014,160842,116942,0.351981777,0.475,0.418,0,0.47
35,142490,PA,3,1,31/01/2014,160842,116942,0.418041002,0.475,0.418,0,0.51
25,143030,PA,3,1,31/01/2014,160842,116942,0.405740319,0.475,0.418,0,0.5
15,139540,PA,3,1,31/01/2014,160842,116942,0.48523918,0.475,0.418,0,0.54
95,131860,FW,3,1,31/01/2014,160842,116942,0.660182232,0.475,0.418,0,0.62
85,131560,FW,3,1,31/01/2014,160842,116942,0.667015945,0.475,0.418,0,0.62
75,134080,FW,3,1,31/01/2014,160842,116942,0.609612756,0.475,0.418,0,0.6
65,137360,FW,3,1,31/01/2014,160842,116942,0.534897494,0.475,0.418,0,0.56
55,141730,FW,3,1,31/01/2014,160842,116942,0.435353075,0.475,0.418,0,0.52
45,140620,FW,3,1,31/01/2014,160842,116942,0.460637813,0.475,0.418,0,0.53
35,136100,FW,3,1,31/01/2014,160842,116942,0.563599089,0.475,0.418,0,0.58
25,135080,FW,3,1,31/01/2014,160842,116942,0.586833713,0.475,0.418,0,0.59
15,141840,FW,3,1,31/01/2014,160842,116942,0.43284738,0.475,0.418,0,0.52
125,128890,FW,2,1,31/01/2014,160842,116942,0.727835991,0.475,0.418,0,0.64
115,130850,FW,2,1,31/01/2014,160842,116942,0.683189066,0.475,0.418,0,0.62
105,131100,FW,2,1,31/01/2014,160842,116942,0.677494305,0.475,0.418,0,0.62
95,131460,FW,2,1,31/01/2014,160842,116942,0.66929385,0.475,0.418,0,0.62
85,131960,FW,2,1,31/01/2014,160842,116942,0.657904328,0.475,0.418,0,0.61
75,131910,FW,2,1,31/01/2014,160842,116942,0.65904328,0.475,0.418,0,0.62
65,131310,FW,2,1,31/01/2014,160842,116942,0.672710706,0.475,0.418,0,0.62
55,131200,FW,2,1,31/01/2014,160842,116942,0.675216401,0.475,0.418,0,0.62
45,130310,FW,2,1,31/01/2014,160842,116942,0.695489749,0.475,0.418,0,0.63
35,129910,FW,2,1,31/01/2014,160842,116942,0.704601367,0.475,0.418,0,0.63
25,130560,FW,2,1,31/01/2014,160842,116942,0.689794989,0.475,0.418,0,0.63
15,130650,FW,2,1,31/01/2014,160842,116942,0.687744875,0.475,0.418,0,0.63
125,129180,FW,1,1,31/01/2014,160842,116942,0.721230068,0.475,0.418,0,0.64
115,129670,FW,1,1,31/01/2014,160842,116942,0.710068337,0.475,0.418,0,0.63
105,129670,FW,1,1,31/01/2014,160842,116942,0.710068337,0.475,0.418,0,0.63
95,129620,FW,1,1,31/01/2014,160842,116942,0.711207289,0.475,0.418,0,0.64
85,129080,FW,1,1,31/01/2014,160842,116942,0.723507973,0.475,0.418,0,0.64
75,128740,FW,1,1,31/01/2014,160842,116942,0.731252847,0.475,0.418,0,0.64
65,129030,FW,1,1,31/01/2014,160842,116942,0.724646925,0.475,0.418,0,0.64
55,128640,FW,1,1,31/01/2014,160842,116942,0.733530752,0.475,0.418,0,0.64
45,128260,FW,1,1,31/01/2014,160842,116942,0.742186788,0.475,0.418,0,0.65
35,127730,FW,1,1,31/01/2014,160842,116942,0.754259681,0.475,0.418,0,0.65
25,128690,FW,1,1,31/01/2014,160842,116942,0.7323918,0.475,0.418,0,0.64
15,129370,FW,1,1,31/01/2014,160842,116942,0.71690205,0.475,0.418,0,0.64
125,NA,PA,1,1,19/03/2014,160842,116942,NA,0.475,0.418,0,NA
115,129760,PA,1,1,19/03/2014,160842,116942,0.708018223,0.475,0.418,0,0.63
105,129280,PA,1,1,19/03/2014,160842,116942,0.718952164,0.475,0.418,0,0.64
95,129180,PA,1,1,19/03/2014,160842,116942,0.721230068,0.475,0.418,0,0.64
85,128890,PA,1,1,19/03/2014,160842,116942,0.727835991,0.475,0.418,0,0.64
75,129670,PA,1,1,19/03/2014,160842,116942,0.710068337,0.475,0.418,0,0.63
65,130510,PA,1,1,19/03/2014,160842,116942,0.690933941,0.475,0.418,0,0.63
55,132270,PA,1,1,19/03/2014,160842,116942,0.650842825,0.475,0.418,0,0.61
45,132880,PA,1,1,19/03/2014,160842,116942,0.636947608,0.475,0.418,0,0.61
35,131460,PA,1,1,19/03/2014,160842,116942,0.66929385,0.475,0.418,0,0.62
25,131260,PA,1,1,19/03/2014,160842,116942,0.673849658,0.475,0.418,0,0.62
15,131680,PA,1,1,19/03/2014,160842,116942,0.66428246,0.475,0.418,0,0.62
125,129960,SP,1,1,19/03/2014,160842,116942,0.703462415,0.475,0.418,0,0.63
115,130510,SP,1,1,19/03/2014,160842,116942,0.690933941,0.475,0.418,0,0.63
105,130110,SP,1,1,19/03/2014,160842,116942,0.700045558,0.475,0.418,0,0.63
95,130410,SP,1,1,19/03/2014,160842,116942,0.693211845,0.475,0.418,0,0.63
85,131860,SP,1,1,19/03/2014,160842,116942,0.660182232,0.475,0.418,0,0.62
75,137690,SP,1,1,19/03/2014,160842,116942,0.52738041,0.475,0.418,0,0.56
65,137300,SP,1,1,19/03/2014,160842,116942,0.536264237,0.475,0.418,0,0.56
55,139140,SP,1,1,19/03/2014,160842,116942,0.494350797,0.475,0.418,0,0.55
45,136810,SP,1,1,19/03/2014,160842,116942,0.547425968,0.475,0.418,0,0.57
35,136590,SP,1,1,19/03/2014,160842,116942,0.552437358,0.475,0.418,0,0.57
25,133920,SP,1,1,19/03/2014,160842,116942,0.613257403,0.475,0.418,0,0.6
15,134760,SP,1,1,19/03/2014,160842,116942,0.594123007,0.475,0.418,0,0.59
125,130010,PA,2,1,19/03/2014,160842,116942,0.702323462,0.475,0.418,0,0.63
115,129620,PA,2,1,19/03/2014,160842,116942,0.711207289,0.475,0.418,0,0.64
105,129760,PA,2,1,19/03/2014,160842,116942,0.708018223,0.475,0.418,0,0.63
95,129910,PA,2,1,19/03/2014,160842,116942,0.704601367,0.475,0.418,0,0.63
85,129960,PA,2,1,19/03/2014,160842,116942,0.703462415,0.475,0.418,0,0.63
75,129670,PA,2,1,19/03/2014,160842,116942,0.710068337,0.475,0.418,0,0.63
65,129080,PA,2,1,19/03/2014,160842,116942,0.723507973,0.475,0.418,0,0.64
55,128780,PA,2,1,19/03/2014,160842,116942,0.730341686,0.475,0.418,0,0.64
45,129180,PA,2,1,19/03/2014,160842,116942,0.721230068,0.475,0.418,0,0.64
35,131810,PA,2,1,19/03/2014,160842,116942,0.661321185,0.475,0.418,0,0.62
25,132420,PA,2,1,19/03/2014,160842,116942,0.647425968,0.475,0.418,0,0.61
15,132370,PA,2,1,19/03/2014,160842,116942,0.64856492,0.475,0.418,0,0.61
125,131560,SP,2,1,19/03/2014,160842,116942,0.667015945,0.475,0.418,0,0.62
115,131560,SP,2,1,19/03/2014,160842,116942,0.667015945,0.475,0.418,0,0.62
105,133710,SP,2,1,19/03/2014,160842,116942,0.618041002,0.475,0.418,0,0.6
95,134240,SP,2,1,19/03/2014,160842,116942,0.605968109,0.475,0.418,0,0.59
85,136700,SP,2,1,19/03/2014,160842,116942,0.549931663,0.475,0.418,0,0.57
75,136320,SP,2,1,19/03/2014,160842,116942,0.558587699,0.475,0.418,0,0.57
65,135300,SP,2,1,19/03/2014,160842,116942,0.581822323,0.475,0.418,0,0.58
55,142080,SP,2,1,19/03/2014,160842,116942,0.42738041,0.475,0.418,0,0.51
45,141140,SP,2,1,19/03/2014,160842,116942,0.448792711,0.475,0.418,0,0.52
35,140220,SP,2,1,19/03/2014,160842,116942,0.469749431,0.475,0.418,0,0.53
25,131960,SP,2,1,19/03/2014,160842,116942,0.657904328,0.475,0.418,0,0.61
15,132060,SP,2,1,19/03/2014,160842,116942,0.655626424,0.475,0.418,0,0.61
125,131050,PA,3,1,19/03/2014,160842,116942,0.678633257,0.475,0.418,0,0.62
115,132880,PA,3,1,19/03/2014,160842,116942,0.636947608,0.475,0.418,0,0.61
105,137470,PA,3,1,19/03/2014,160842,116942,0.5323918,0.475,0.418,0,0.56
95,141380,PA,3,1,19/03/2014,160842,116942,0.44332574,0.475,0.418,0,0.52
85,147270,PA,3,1,19/03/2014,160842,116942,0.309157175,0.475,0.418,0,0.45
75,141200,PA,3,1,19/03/2014,160842,116942,0.447425968,0.475,0.418,0,0.52
65,139420,PA,3,1,19/03/2014,160842,116942,0.487972665,0.475,0.418,0,0.54
55,141670,PA,3,1,19/03/2014,160842,116942,0.436719818,0.475,0.418,0,0.52
45,146200,PA,3,1,19/03/2014,160842,116942,0.333530752,0.475,0.418,0,0.46
35,143450,PA,3,1,19/03/2014,160842,116942,0.396173121,0.475,0.418,0,0.5
25,142970,PA,3,1,19/03/2014,160842,116942,0.407107062,0.475,0.418,0,0.5
15,137800,PA,3,1,19/03/2014,160842,116942,0.524874715,0.475,0.418,0,0.56
125,NA,SP,3,1,19/03/2014,160842,116942,NA,0.475,0.418,0,NA
115,NA,SP,3,1,19/03/2014,160842,116942,NA,0.475,0.418,0,NA
105,NA,SP,3,1,19/03/2014,160842,116942,NA,0.475,0.418,0,NA
95,NA,SP,3,1,19/03/2014,160842,116942,NA,0.475,0.418,0,NA
85,NA,SP,3,1,19/03/2014,160842,116942,NA,0.475,0.418,0,NA
75,NA,SP,3,1,19/03/2014,160842,116942,NA,0.475,0.418,0,NA
65,NA,SP,3,1,19/03/2014,160842,116942,NA,0.475,0.418,0,NA
55,134660,SP,3,1,19/03/2014,160842,116942,0.596400911,0.475,0.418,0,0.59
45,136700,SP,3,1,19/03/2014,160842,116942,0.549931663,0.475,0.418,0,0.57
35,141960,SP,3,1,19/03/2014,160842,116942,0.430113895,0.475,0.418,0,0.51
25,137690,SP,3,1,19/03/2014,160842,116942,0.52738041,0.475,0.418,0,0.56
15,131000,SP,3,1,19/03/2014,160842,116942,0.67977221,0.475,0.418,0,0.62
125,NA,FW,3,1,19/03/2014,160842,116942,NA,0.475,0.418,0,NA
115,NA,FW,3,1,19/03/2014,160842,116942,NA,0.475,0.418,0,NA
105,NA,FW,3,1,19/03/2014,160842,116942,NA,0.475,0.418,0,NA
95,134130,FW,3,1,19/03/2014,160842,116942,0.608473804,0.475,0.418,0,0.6
85,136590,FW,3,1,19/03/2014,160842,116942,0.552437358,0.475,0.418,0,0.57
75,135720,FW,3,1,19/03/2014,160842,116942,0.572255125,0.475,0.418,0,0.58
65,135300,FW,3,1,19/03/2014,160842,116942,0.581822323,0.475,0.418,0,0.58
55,140340,FW,3,1,19/03/2014,160842,116942,0.467015945,0.475,0.418,0,0.53
45,142910,FW,3,1,19/03/2014,160842,116942,0.408473804,0.475,0.418,0,0.5
35,136370,FW,3,1,19/03/2014,160842,116942,0.557448747,0.475,0.418,0,0.57
25,133870,FW,3,1,19/03/2014,160842,116942,0.614396355,0.475,0.418,0,0.6
15,146140,FW,3,1,19/03/2014,160842,116942,NA,0.475,0.418,0,NA
125,129810,FW,2,1,19/03/2014,160842,116942,0.706879271,0.475,0.418,0,0.63
115,129570,FW,2,1,19/03/2014,160842,116942,0.712346241,0.475,0.418,0,0.64
105,129670,FW,2,1,19/03/2014,160842,116942,0.710068337,0.475,0.418,0,0.63
95,130260,FW,2,1,19/03/2014,160842,116942,0.696628702,0.475,0.418,0,0.63
85,130160,FW,2,1,19/03/2014,160842,116942,0.698906606,0.475,0.418,0,0.63
75,130360,FW,2,1,19/03/2014,160842,116942,0.694350797,0.475,0.418,0,0.63
65,131050,FW,2,1,19/03/2014,160842,116942,0.678633257,0.475,0.418,0,0.62
55,130160,FW,2,1,19/03/2014,160842,116942,0.698906606,0.475,0.418,0,0.63
45,130060,FW,2,1,19/03/2014,160842,116942,0.70118451,0.475,0.418,0,0.63
35,134450,FW,2,1,19/03/2014,160842,116942,0.60118451,0.475,0.418,0,0.59
25,135940,FW,2,1,19/03/2014,160842,116942,0.567243736,0.475,0.418,0,0.58
15,142670,FW,2,1,19/03/2014,160842,116942,0.413940774,0.475,0.418,0,0.51
125,130110,FW,1,1,19/03/2014,160842,116942,0.700045558,0.475,0.418,0,0.63
115,130560,FW,1,1,19/03/2014,160842,116942,0.689794989,0.475,0.418,0,0.63
105,130800,FW,1,1,19/03/2014,160842,116942,0.684328018,0.475,0.418,0,0.63
95,130600,FW,1,1,19/03/2014,160842,116942,0.688883827,0.475,0.418,0,0.63
85,130560,FW,1,1,19/03/2014,160842,116942,0.689794989,0.475,0.418,0,0.63
75,129860,FW,1,1,19/03/2014,160842,116942,0.705740319,0.475,0.418,0,0.63
65,129470,FW,1,1,19/03/2014,160842,116942,0.714624146,0.475,0.418,0,0.64
55,129420,FW,1,1,19/03/2014,160842,116942,0.715763098,0.475,0.418,0,0.64
45,128840,FW,1,1,19/03/2014,160842,116942,0.728974943,0.475,0.418,0,0.64
35,132220,FW,1,1,19/03/2014,160842,116942,0.651981777,0.475,0.418,0,0.61
25,131100,FW,1,1,19/03/2014,160842,116942,0.677494305,0.475,0.418,0,0.62
15,135510,FW,1,1,19/03/2014,160842,116942,0.577038724,0.475,0.418,0,0.58
